,carcatvalue_2,carcatvalue_3,card2_2,card2_3,card2_4,card2_5,card_2,card_3,card_4,card_5,cardtenurecat_3,cardtenurecat_5,carown_0,carown_1,commute_4,inccat_2,inccat_3,inccat_4,inccat_5,reason_2,retire_1,spousedcat_1,spousedcat_4,total_spend_bx,actual_total_spend,pred_total_spend,Deciles
583,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.33875044759752,374.95999999999964,492.5134075977123,6
1728,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,11.070585709213365,757.95,662.0832988982285,8
2857,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,11.393888446701775,857.9000000000009,858.1655885384334,9
4277,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,11.656020451694507,947.0300000000001,623.1972474812114,8
2955,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9.717969069555163,440.15,302.0099116672906,2
3878,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.148948810863901,781.2099999999998,404.6448772323176,5
3614,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.050106442827664,751.9699999999995,504.13225931629427,7
1178,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.849658756949152,695.5399999999997,810.3861854579264,9
4599,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.320424623773716,834.2500000000005,595.7359622071665,8
961,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9.29137604687939,367.43000000000023,402.62712489565524,5
4174,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.343719069622061,241.7300000000002,312.30460375825083,2
662,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.507344616386277,402.8399999999997,420.9370837537046,5
451,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.364078953095483,573.65,569.6357913210658,7
4182,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8.723013663860229,286.70000000000016,437.3512801907873,5
2097,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.337752329996853,374.79999999999995,320.18177646303076,2
350,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11.814197980067858,1004.5600000000002,747.9231689159194,9
4418,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,9.036907571161176,329.1599999999999,392.7382956874922,4
3907,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.260450472374817,1183.2799999999995,931.7086547750864,9
4086,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.843185933551922,693.7799999999996,569.6357913210658,7
251,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7.06265805214056,131.45000000000013,307.5657172146584,2
1676,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,8.133328059976908,219.50000000000003,278.75072687994066,1
2921,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.093147831647315,337.3099999999995,317.62567578447846,2
2614,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.80227051128182,1000.1200000000014,363.3539326676491,4
3528,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.891864303072204,707.11,254.4445847982492,0
4880,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13.387153617231618,1760.1024000000039,698.2196344514927,8
4775,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,10.281629276447037,554.89,495.7404999529611,6
4685,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5.681635474293474,63.829999999999984,242.82935681765616,0
2469,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.882047628093877,471.23000000000013,487.3287995866262,6
3949,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,9.355848820006768,377.71000000000026,441.94404626014534,5
343,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.433904689001716,589.9599999999994,592.2362375579157,8
3411,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,8.603039754354006,271.76000000000005,296.00337608922644,1
1154,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.04436239891327,750.3000000000003,630.4188201010743,8
2375,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,10.497546569288449,605.1700000000008,735.4969261560512,9
1513,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,7.890267419313293,196.02000000000024,265.8721078023134,1
4442,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,10.732313663985535,664.22,423.46226928927257,5
4269,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.741866301146359,182.7699999999999,244.92956845379015,0
1501,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,8.407245703502731,248.81000000000003,351.4336682775527,3
4851,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,9.891876543029186,473.15000000000003,283.64968561147896,1
915,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,8.756395876089675,290.98000000000013,431.35000851766677,5
4990,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.422503178492368,587.2700000000001,805.5148267871981,9
4073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.303259595766633,559.7599999999999,520.5244207718594,7
747,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13.387153617231618,1760.1024000000039,595.7359622071665,8
2002,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.475171060689209,160.88000000000014,387.74580793659777,4
171,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,10.449430373436128,593.6399999999998,350.6583629686603,3
2940,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,8.735464528294697,288.2899999999999,343.9653113615644,3
2825,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.301819708769122,828.3499999999998,539.4278986090987,7
3010,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.356813866095218,151.91,393.71996858593076,4
2551,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.06836193025176,213.00000000000009,361.25488240643017,4
836,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,10.965566910721508,727.7099999999999,483.68670843049506,6
4202,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,12.403397346805058,1246.0,784.5183937545029,9
2335,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.813339854375064,1004.24,712.5882163203332,9
517,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.06984238362538,131.92,442.4497520269337,5
2733,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,10.251017912536685,548.0600000000003,804.2838123410256,9
4626,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,9.930047093532734,480.6699999999998,415.13295272030206,5
2058,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.831418002690256,690.5900000000001,547.5338450491786,7
555,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.04814713040314,751.4000000000003,490.64208939440647,6
2700,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8.714050167844615,285.56000000000006,237.88400360861382,0
2813,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.94770158543762,722.6700000000001,545.4819799689983,7
286,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.05547062242441,211.72999999999993,327.55019626082907,3
3438,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.224948869915643,357.09,521.051326794609,7
2409,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.762359899223274,448.37999999999994,341.27652079945636,3
1920,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,11.1166837812556,771.56,662.3884668257125,8
4342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.038859436853798,329.44000000000017,506.60279401221464,7
4793,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,10.461523502151012,596.52,429.23971038456943,5
1065,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,10.372127198422811,575.5100000000002,874.6558523643719,9
976,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,8.947854278631324,316.59999999999997,558.9922170054498,7
3600,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.34080791338959,375.28999999999985,304.7207396835553,2
4966,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.122066723622057,135.38000000000008,487.3287995866262,6
3670,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.643321877758787,276.69999999999965,240.85502124821926,0
2318,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,9.586497470922845,416.5299999999997,392.7382956874922,4
2586,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.442898045062826,391.97999999999985,307.5657172146584,2
1674,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.80400267187144,456.2200000000002,256.8559464244003,0
2307,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,10.976291636979207,730.7500000000001,790.616137859383,9
304,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,9.444038637172078,392.1699999999996,441.2012142424386,5
1701,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,8.816544256102173,298.83,381.02637085994127,4
3321,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.549660278012137,410.1100000000001,360.85929771732117,4
2494,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,10.101905239368689,515.8100000000006,942.0162096855113,9
3498,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.923030358254758,479.2800000000001,294.2433950090737,1
1592,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,8.473996566766255,256.4400000000003,213.75280695799248,0
981,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,8.259590085406968,232.62000000000043,444.4093552117459,5
3929,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10.251513504132232,548.1699999999994,821.2959258519809,9
3718,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.513114456092391,163.84999999999994,333.2394544849101,3
178,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.646152441569658,277.04999999999995,518.8989853391313,7
2130,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11.491081515590214,890.0699999999999,747.9231689159194,9
3513,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.026683393883346,745.1800000000003,458.2744885695761,6
1653,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,11.079412561259597,760.54,727.0361411294476,9
3593,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.898811074925316,309.8599999999999,359.9887157766898,3
4074,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.73577699828302,288.33,286.154742110198,1
1865,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.878061450902602,194.9000000000001,314.8123014490539,2
1404,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.619192339701087,422.2999999999996,402.2720810648933,4
4612,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8.646152441569658,277.04999999999995,263.324368206083,1
2675,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.566246027444546,412.9900000000004,800.081023714578,9
759,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10.204642671708829,537.8499999999999,255.319752657974,0
3230,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.742867245987874,444.74999999999983,685.4570552467329,8
2170,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.073238146181577,509.8000000000004,552.4950637188402,7
167,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.607699903355687,104.45999999999998,245.07847575278782,0
1162,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,9.52010170504844,405.02000000000004,351.25742214400066,3
4557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10.31103706604918,561.5199999999999,456.8396891200589,6
2415,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.775913442441285,185.7400000000001,283.49130624630754,1
4244,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10.198454448363067,536.5,291.51555026810246,1
2473,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7.073350132887126,132.14999999999992,403.4900503166515,5
440,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.436399435446432,590.5499999999995,468.7874550310347,6
787,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,9.456434511980179,394.2399999999999,719.4127691715205,9
3501,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.392909580484888,383.73,325.3535249240992,3
1486,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.994616836222397,1073.8099999999995,483.99946943847215,6
4957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.937649919404087,482.1800000000005,608.5600663484176,8
4417,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,11.79615492453571,997.8499999999997,768.9141247142878,9
956,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,10.749005435333233,668.6000000000001,387.74691423587376,4
4131,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.761641088353441,184.48999999999995,277.31170100777445,1
291,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7.939354425597183,200.58000000000007,313.0814765132507,2
762,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,11.305486569883183,829.5099999999999,608.2034825620631,8
4452,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,10.63436562077908,639.0100000000004,466.2352407530286,6
62,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,8.801120927536106,296.79999999999995,273.8500089293053,1
1783,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,10.324333970474715,564.54,464.721089294223,6
4419,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.928969868530078,313.9900000000001,271.36048553168644,1
347,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.136770478667575,343.7500000000004,346.41229466197444,3
118,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.551623502637755,410.4500000000004,402.2720810648933,4
4805,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,9.583018356362142,415.91999999999996,739.80099635577,9
791,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.52335457725497,262.2099999999997,493.61102367147373,6
3108,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.077659451875153,213.92000000000002,372.42838790185624,4
1847,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.030693966578239,328.2699999999999,487.3287995866262,6
1664,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.50867378488697,163.49999999999986,277.5186094220038,1
4622,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.736671443791323,975.9999999999987,611.6611721763471,8
4505,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,9.262794406574228,362.9499999999997,281.0062496535701,1
1825,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.105083318944462,516.4800000000007,467.8641586727379,6
4810,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,12.088365105740301,1111.3799999999994,343.70112239236295,3
2746,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,9.646658357713825,427.2000000000005,355.53755720443365,3
1027,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.429219875169117,251.2999999999997,272.35763955199474,1
4677,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10.24059075459351,545.7499999999998,312.4793647360829,2
2573,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6.880120477324401,119.98,316.84928217100213,2
1467,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.745963716076963,667.8000000000009,747.9231689159194,9
1883,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.251527867262102,812.5799999999991,427.0828205798997,5
2715,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,8.42270895008031,250.56000000000014,302.0099116672906,2
586,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.85527344775502,303.9800000000003,231.12560930739048,0
3555,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.52535124408748,405.9199999999999,361.25488240643017,4
3377,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13.387153617231618,1760.1024000000039,800.081023714578,9
703,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.680121803309804,281.2799999999999,266.0621273082139,1
3986,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.001104465914283,324.05999999999966,449.8645321958374,6
2504,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.362605809131104,847.7599999999998,623.5030168283538,8
4276,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,8.130662487065997,219.22999999999973,296.6263415779815,1
308,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.18225555214997,1150.1299999999999,468.5729656576499,6
3852,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,10.478778386679052,600.6500000000001,847.5239119397578,9
1310,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8.818058934560435,299.0300000000001,525.0344017813528,7
370,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.910214026716663,476.75000000000057,600.467527522844,8
2932,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.45614418523244,254.37999999999994,338.5998376892332,3
1062,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.041506125586757,329.8200000000001,247.80870703495265,0
4748,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,9.363894591745714,379.01,723.9680565188979,9
214,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.247487273280282,360.5700000000001,316.09743690347415,2
1380,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,9.53750348422952,408.01000000000016,738.7887032170133,9
2778,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.491983823420979,258.53000000000003,365.3645276987313,4
473,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.658051955846664,645.03,800.081023714578,9
2191,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.903707664854428,475.47000000000014,430.8602173675364,5
302,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7.260497796998014,144.92999999999986,343.70112239236295,3
776,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,10.81707887036927,686.72,954.901004689717,9
619,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,9.638167288100602,425.68000000000023,208.6391232099108,0
1018,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.796135855329709,454.7300000000002,421.52008631225857,5
1875,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.376903312782892,381.1199999999999,810.7874084402891,9
1799,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,11.263145812213176,816.1999999999991,532.221687861214,7
3886,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.52916226351911,612.85,328.6645792294304,3
224,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,9.409066019217757,386.3799999999998,351.92197259988603,3
3359,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,8.28546474821167,235.38999999999993,533.239093953436,7
2316,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.431908150320279,157.54999999999998,219.44809489579066,0
3679,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,8.399790226120011,247.97,513.0271990843314,7
276,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9.17254689092765,349.1100000000001,587.4446711799676,8
4438,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,9.845764193902376,464.20000000000005,366.328717707138,4
3774,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,10.042099935258173,503.3400000000001,421.52008631225857,5
4978,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.005445708389427,76.1299999999999,305.80724491601865,2
2817,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,10.369317175761983,574.8599999999996,290.0399292375553,1
2036,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9.18372957404941,350.8000000000003,377.48736646854496,4
2086,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,10.870562493994868,701.2499999999985,310.43623892385256,2
4044,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,13.310435501090812,1714.359999999999,600.467527522844,8
3036,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.628594868904152,173.18000000000006,264.94969389427905,1
2982,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.148302726594403,345.46999999999986,487.3287995866262,6
1525,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,6.978654285277733,126.06000000000002,319.5576947568873,2
3915,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.536518011768411,905.4599999999999,810.3861854579264,9
1508,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.728929935602057,442.1700000000006,582.5333009928484,8
1704,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.857496041761753,118.62000000000003,263.5598330127408,1
26,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10.25376512004549,548.6700000000004,340.12086314321493,3
386,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.06935676624532,757.5900000000009,513.7628369730036,7
4991,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8.91309333570486,311.81000000000034,434.15381010079506,5
273,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,8.587958085895293,269.9299999999999,244.65225131357133,0
2880,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,8.390975587290821,246.97999999999996,389.97489402131123,4
4516,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.973574066600218,489.37000000000046,611.6611721763471,8
3007,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10.422630579351882,587.2999999999993,738.7887032170133,9
3182,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.400234609648066,248.0200000000001,547.5338450491786,7
4939,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,8.864663296951273,305.2399999999996,311.31973606517334,2
